product_id,campaign_budget,channels
1894,149577,Outdoor
1895,104593,TV
1896,492793,Social Media
1897,359780,"Social Media, TV"
1898,317659,"Radio, Online"
1899,197377,Outdoor
1900,143753,Radio
1901,109173,"Online, TV, Social Media"
1902,78181,Social Media
1903,364871,"Print, Online"
1904,174291,"Print, Social Media"
1905,193156,"Online, Radio"
1906,122446,TV
1907,102724,"Print, Outdoor, Social Media"
1908,272748,Online
1909,377382,"Print, Radio, TV"
1910,495920,Outdoor
1911,202774,"Outdoor, Online, Social Media"
1912,348727,Social Media
1913,102230,Print
1914,300054,"TV, Radio, Online"
1915,283137,"TV, Social Media, Radio"
1916,64426,"TV, Outdoor"
1917,267344,"Print, Social Media, TV"
1918,272945,"Radio, TV, Print"
1919,217409,"Print, Online, TV"
1920,308096,Radio
1921,70504,Print
1922,430001,"Print, TV, Social Media"
1923,284231,TV
1924,64467,"TV, Social Media"
1925,492696,"Outdoor, Print"
1926,221789,Print
1927,494028,"Social Media, TV"
1928,131149,Online
1929,63487,Social Media
1930,371023,"Outdoor, Social Media, Print"
1931,475441,"Print, Online"
1932,84916,"Print, Outdoor"
1933,380987,Print
1934,81143,Social Media
1935,407258,"Outdoor, Social Media, Online"
1936,311569,"Radio, TV"
1937,401821,Social Media
1938,217167,Print
1939,457423,"Social Media, Online"
1940,186198,"TV, Radio"
1941,177442,Online
1942,482285,"Online, TV, Print"
1943,105267,"Print, Radio, Online"
1944,316651,TV
1945,308303,Radio
1946,156532,"Radio, Social Media, TV"
1947,192686,"TV, Online"
1948,178965,"Radio, Outdoor"
1949,430730,"Online, Outdoor"
1950,225299,Online
1951,211416,"Print, Online, Social Media"
1952,336524,"Outdoor, Print"
1953,272978,"Radio, TV"
1954,241688,Radio
1955,369239,Print
1956,235679,"TV, Radio, Online"
1957,149971,"TV, Outdoor"
1958,383831,"Outdoor, Social Media"
1959,80516,"Outdoor, Online, Radio"
1960,499854,Social Media
1961,318484,Radio
1962,147336,"Online, Radio, Print"
1963,139182,"Radio, TV"
1964,173172,"Online, Print"
1965,445672,"Social Media, Print"
1966,422010,Outdoor
1967,115038,"Radio, Online, Social Media"
1968,320018,Outdoor
1969,459906,"Print, Radio"
1970,379910,"Social Media, Print"
1971,314356,"TV, Social Media, Outdoor"
1972,143884,"Print, TV, Online"
1973,474588,Radio
1974,451312,"Radio, Outdoor, Online"
1975,194551,Outdoor
1976,273958,"Online, Outdoor"
1977,86828,"Online, Radio, Outdoor"
1978,334155,Social Media
1979,74471,"TV, Radio"
1980,457708,"Online, Social Media, TV"
1981,446177,"TV, Online, Social Media"
1982,176654,"Online, Outdoor"
1983,383922,"Print, Social Media"
1984,247711,Social Media
1985,430413,"Radio, Outdoor"
1986,77661,"Social Media, Online"
1987,277568,Outdoor
1988,228824,"TV, Radio, Social Media"
1989,167166,"Social Media, Radio, Online"
1990,144176,"TV, Print, Radio"
1991,354440,"Outdoor, Radio, Online"
1992,140854,"Online, Outdoor, Radio"
1993,334488,TV
1994,225370,Print
1995,159176,"TV, Print"
1996,402672,"Radio, Outdoor, Social Media"
1997,213752,"Social Media, Print, TV"
1998,56727,"Social Media, TV"
1999,433015,Online
2000,191537,"TV, Outdoor, Social Media"
2001,420041,"TV, Print, Outdoor"
2002,295850,Outdoor
2003,446597,Radio
2004,238131,TV
2005,126264,"Print, Social Media, Radio"
2006,58103,"Radio, Outdoor"
2007,400339,"Print, TV, Social Media"
2008,400675,"TV, Outdoor, Radio"
2009,138029,Outdoor
2010,479956,Outdoor
2011,477091,Outdoor
2012,214475,"Print, Radio, Online"
2013,116415,"Radio, Outdoor, Online"
2014,177755,"TV, Online"
2015,468189,"Radio, Print, Social Media"
2016,324247,Online
2017,461472,"Online, Social Media, Radio"
2018,60268,Online
2019,495911,"Radio, Social Media, Print"
2020,332598,Social Media
2021,133579,"Social Media, TV, Online"
2022,278049,"Online, Social Media"
2023,419043,"Online, Social Media"
2024,113489,"Radio, Social Media, Online"
2025,323867,"Radio, Social Media, Outdoor"
2026,362101,TV
2027,235770,"Radio, Print"
2028,293720,"Radio, Social Media"
2029,426804,"Outdoor, Print, TV"
2030,478292,"TV, Social Media"
2031,299385,"Radio, Print"
2032,366181,"Outdoor, Print"
2033,195263,"Outdoor, TV"
2034,200326,"TV, Social Media, Outdoor"
2035,449782,"Print, TV, Radio"
2036,94396,"Outdoor, TV, Online"
2037,142469,"Radio, Print"
2038,171452,Outdoor
2039,92460,"Social Media, Online"
2040,350428,"TV, Outdoor"
2041,457823,"Print, Outdoor"
2042,62148,"Radio, TV, Outdoor"
2043,163532,TV
2044,464275,Online
2045,259534,Print
2046,448534,"Print, Radio"
2047,474818,"Radio, Social Media"
2048,495921,Outdoor
2049,228072,"Social Media, Radio"
2050,204339,"Radio, Outdoor"
2051,386887,"Outdoor, Social Media"
2052,317552,Social Media
2053,346642,Online
2054,289563,"Radio, Social Media, Online"
2055,281364,Online
2056,191736,Online
2057,318020,"Social Media, Outdoor, Radio"
2058,170697,"Social Media, Outdoor"
2059,210046,"Radio, Print, Online"
2060,333768,"Print, Online, Radio"
2061,336482,"Radio, Online, Outdoor"
2062,309703,"Outdoor, TV, Online"
2063,353628,"Print, Radio"
2064,235361,Social Media
2065,317459,Print
2066,92879,"TV, Radio"
2067,267676,Social Media
2068,313720,"TV, Outdoor, Online"
2069,239993,Outdoor
2070,57634,"Radio, Online, Social Media"
2071,365451,"Print, Radio"
2072,254970,"Print, TV"
2073,120062,"Print, Radio"
2074,487633,"Outdoor, TV, Print"
2075,474086,"Online, TV, Print"
2076,121409,"Outdoor, TV, Radio"
2077,368243,Social Media
2078,282882,"TV, Radio, Outdoor"
2079,180184,Outdoor
2080,357967,"Online, Outdoor"
2081,251522,Radio
2082,454328,"Print, TV"
2083,366635,Print
2084,278414,"Print, TV, Online"
2085,253348,"TV, Social Media, Radio"
2086,64209,"Radio, Online"
2087,122385,TV
2088,70284,Online
2089,78543,"Radio, Social Media"
2090,80192,"Online, Social Media"
2091,56337,"TV, Outdoor"
2092,406106,"Online, Radio, TV"
2093,265357,Print
2094,387116,"TV, Outdoor"
2095,125476,"Outdoor, Radio"
2096,428546,"TV, Online"
2097,92348,"Radio, TV, Online"
2098,194928,"Online, TV"
2099,216816,"TV, Radio"
2100,156079,"Outdoor, TV, Radio"
2101,111787,"Outdoor, Online"
2102,332638,Online
2103,53820,Online
2104,406237,"Outdoor, Online"
2105,69044,Radio
2106,483821,TV
2107,440726,"Online, Social Media, Print"
2108,236552,"Online, Radio"
2109,114218,Print
2110,441786,"Social Media, Radio, Online"
2111,339867,"Radio, Outdoor"
2112,277150,"Print, TV"
2113,193733,"TV, Radio"
2114,302577,"Online, Social Media, Outdoor"
2115,236815,Outdoor
2116,259415,Radio
2117,430453,Online
2118,478612,Radio
2119,483208,"Print, Online, Radio"
2120,458570,Radio
2121,411018,"Online, Print, Outdoor"
2122,254146,TV
2123,89710,Radio
2124,333775,Online
2125,230911,"Social Media, TV"
2126,359175,Social Media
2127,149353,"Online, Print, Outdoor"
2128,394128,TV
2129,126796,"TV, Social Media"
2130,413859,Social Media
2131,460269,"TV, Outdoor"
2132,455139,Social Media
2133,205970,"Social Media, Outdoor, TV"
2134,225415,"Social Media, Radio, Outdoor"
2135,427147,Radio
2136,361471,Outdoor
2137,287006,TV
2138,482260,Online
2139,282319,Outdoor
2140,159718,"Social Media, Print, TV"
2141,355958,Outdoor
2142,280506,"Print, Online"
2143,141770,"Print, Online"
2144,118594,"TV, Radio, Outdoor"
2145,209780,"Outdoor, Radio"
2146,486788,Online
2147,115594,"Social Media, Outdoor, Online"
2148,262141,"TV, Outdoor"
2149,197117,Social Media
2150,474359,Social Media
2151,219872,"Radio, Outdoor, Social Media"
2152,151815,"Social Media, Outdoor"
2153,265199,TV
2154,119159,"Social Media, Print, Outdoor"
2155,220748,Social Media
2156,379608,TV
2157,319704,"Social Media, TV, Outdoor"
2158,54925,Online
2159,274063,"Outdoor, TV, Print"
2160,415915,"Outdoor, Online, TV"
2161,303260,"Online, Print, Outdoor"
2162,261680,Online
2163,236784,Print
2164,291494,Social Media
2165,83288,Radio
2166,409850,Outdoor
2167,435446,Social Media
2168,316545,Outdoor
2169,490548,Print
2170,299851,Social Media
2171,62224,"Social Media, Print"
2172,258734,"Outdoor, Print"
2173,229948,"Outdoor, Online, Print"
2174,137342,Outdoor
2175,290501,Online
2176,254654,"Print, Radio, TV"
2177,127021,Radio
2178,277745,Social Media
2179,425493,"Online, TV, Print"
2180,279165,"TV, Outdoor, Radio"
2181,147840,Radio
2182,358650,"Social Media, Outdoor"
2183,441410,"Radio, Print"
2184,205309,"Social Media, TV, Outdoor"
2185,81980,"Print, TV"
2186,461679,TV
2187,356999,"Radio, Online, Social Media"
2188,496148,"Print, Social Media, Radio"
2189,362545,"Online, Print, Outdoor"
2190,105895,Radio
2191,244915,Social Media
2192,69288,Outdoor
2193,203672,"Online, Radio, Social Media"
2194,403382,Outdoor
2195,300033,"Social Media, TV, Radio"
2196,256523,TV
2197,431529,Online
2198,129697,"Radio, Outdoor"
2199,292381,"Social Media, Outdoor, TV"
2200,341322,"TV, Print, Radio"
2201,466595,Radio
2202,123647,Print
2203,368009,"Radio, Social Media"
2204,70620,"Radio, Print, Outdoor"
2205,305268,"Online, TV"
2206,340245,"Online, Outdoor"
2207,427965,"Social Media, Outdoor"
2208,195724,Online
2209,363512,Radio
2210,91713,TV
2211,150150,"Print, Radio"
2212,398072,"Radio, Print, TV"
2213,451694,TV
2214,57312,"Social Media, TV"
2215,124892,"Outdoor, Social Media"
2216,144573,"Outdoor, Radio, Online"
2217,283725,"Online, TV"
2218,119380,"Print, TV"
2219,489229,"TV, Outdoor, Online"
2220,224538,"Outdoor, Radio"
2221,114268,Print
2222,398405,"Outdoor, TV"
2223,302815,"Social Media, Outdoor, TV"
2224,461346,Print
2225,471018,"Social Media, Radio, Print"
2226,435149,"Outdoor, Social Media, TV"
2227,303953,"Print, TV"
2228,150170,"TV, Radio"
2229,242862,"Outdoor, TV"
2230,267146,"Online, TV"
2231,488986,Outdoor
2232,163675,"Print, Online, Social Media"
2233,245627,"Social Media, TV, Radio"
2234,303055,"Online, Social Media, Radio"
2235,226011,Print
2236,104279,"Outdoor, Online"
2237,450699,"TV, Social Media, Online"
2238,410546,"Outdoor, Print"
2239,165423,TV
2240,251364,Social Media
2241,380866,"Print, Outdoor, Radio"
2242,488107,"TV, Radio"
2243,125380,Social Media
2244,337094,"Online, Outdoor, Social Media"
2245,417898,Social Media
2246,61657,"Online, Social Media"
2247,414944,Online
2248,405456,"Social Media, Online, Radio"
2249,465567,"TV, Radio, Print"
2250,87991,TV
2251,105929,"Radio, Print, TV"
2252,283408,"Outdoor, Online"
2253,442231,"Print, Online"
2254,443530,"Social Media, Print, Outdoor"
2255,365029,Online
2256,251934,"TV, Radio, Online"
2257,154010,"Print, Social Media, Radio"
2258,263606,Online
2259,147679,"Outdoor, Print"
2260,397859,"Outdoor, Radio, TV"
2261,239678,"Radio, Outdoor"
2262,292713,"Social Media, TV, Radio"
2263,356420,"Radio, Outdoor"
2264,286892,"TV, Online"
2265,389889,"Radio, Social Media, Online"
2266,403728,"Social Media, Print, Outdoor"
2267,159230,"Social Media, Print, Outdoor"
2268,184163,"Print, Social Media, Outdoor"
2269,76695,Outdoor
2270,90138,Outdoor
2271,423264,Outdoor
2272,146300,"Social Media, TV, Print"
2273,425599,"Print, Online"
2274,493645,"Social Media, Online"
2275,159265,"Social Media, Radio, Print"
2276,257168,"Outdoor, Radio, Print"
2277,291678,TV
2278,474268,Print
2279,130384,Social Media
2280,426191,"TV, Radio, Online"
2281,481002,"TV, Outdoor"
2282,299487,"Radio, Outdoor"
2283,118577,Online
2284,200212,Online
2285,481592,"Outdoor, Print"
2286,125700,"Outdoor, Online, Print"
2287,269435,"Print, Social Media, Radio"
2288,135437,Outdoor
2289,456856,"TV, Social Media"
2290,315696,"Online, Print, Radio"
2291,465506,"Radio, Outdoor, Print"
2292,475777,"Radio, TV"
2293,270036,"TV, Radio, Online"
2294,471696,Print
2295,50319,"TV, Online, Radio"
2296,136448,"Social Media, Radio"
2297,380299,"Print, Outdoor"
2298,286920,"Online, Print, Social Media"
2299,495928,"TV, Outdoor"
2300,402927,"TV, Online, Radio"
2301,348856,"Radio, Online, Outdoor"
2302,460476,"Outdoor, Print"
2303,201740,"TV, Radio, Social Media"
2304,125410,"Outdoor, TV"
2305,296186,Print
2306,157313,"TV, Online, Outdoor"
2307,154574,"TV, Radio, Print"
2308,187835,"Print, TV, Radio"
2309,353812,"Radio, Outdoor"
2310,60616,Print
2311,432495,"Online, Social Media, Radio"
2312,325421,"Radio, Social Media"
2313,187004,"Outdoor, Radio, Online"
2314,100897,"TV, Social Media, Radio"
2315,405511,TV
2316,246395,TV
2317,245888,"Social Media, TV"
2318,261604,TV
2319,236277,"Social Media, TV, Online"
2320,280983,"Radio, Online, Outdoor"
2321,333794,Print
2322,243956,"Social Media, Online"
2323,487761,"TV, Radio"
2324,228919,Online
2325,146498,"TV, Radio"
2326,491048,"Outdoor, Social Media"
2327,183250,"Online, Print, Outdoor"
2328,329364,Social Media
2329,422870,"Online, Radio, Social Media"
2330,51780,Social Media
2331,177275,"Print, Outdoor"
2332,289318,"Online, Social Media, Print"
2333,255147,TV
2334,82759,"Online, Outdoor, TV"
2335,251175,"Social Media, TV, Outdoor"
2336,97677,Radio
2337,162441,"Online, TV"
2338,386955,"Social Media, Radio"
2339,130357,Radio
2340,349376,"Social Media, Outdoor, Online"
2341,487819,Outdoor
2342,161142,TV
2343,166796,Outdoor
2344,478892,"Social Media, Print, TV"
2345,349313,"Radio, Social Media"
2346,396547,"Outdoor, Social Media, Radio"
2347,406181,"Online, Radio"
2348,378436,"Print, Radio"
2349,489559,"Print, Radio"
2350,173635,"Online, TV, Print"
2351,283266,Radio
2352,348835,"Print, Radio, Outdoor"
2353,368268,"TV, Print"
2354,136470,"Radio, TV"
2355,443978,"TV, Radio"
2356,416635,Social Media
2357,168876,"Online, TV"
2358,294785,Outdoor
2359,182619,Social Media
2360,214649,"Radio, TV"
2361,290106,"Online, Radio, Social Media"
2362,292767,"Outdoor, Online, Social Media"
2363,289426,"Print, Social Media"
2364,294917,Outdoor
2365,336259,"Social Media, Print"
2366,57068,TV
2367,112920,Social Media
2368,261625,"Radio, Outdoor"
2369,368776,Radio
2370,279170,"TV, Radio"
2371,333024,"TV, Radio, Print"
2372,486812,"Print, Outdoor"
2373,378530,Online
2374,472940,"Online, Social Media, Outdoor"
2375,58552,"Radio, Social Media"
2376,251221,"Radio, Outdoor, Print"
2377,209532,"Social Media, TV"
2378,367486,Print
2379,468246,"Social Media, Outdoor, Print"
2380,68127,"Social Media, TV, Print"
2381,75787,Radio
2382,352776,"Social Media, Outdoor, Radio"
2383,205725,"Social Media, Radio"
2384,141359,"TV, Social Media, Outdoor"
2385,479621,Radio
2386,56318,"TV, Print, Radio"
2387,173291,"Print, Radio"
2388,199263,"Social Media, TV"
2389,402252,"Outdoor, Radio"
2390,302783,Online
2391,197768,"Social Media, Radio"
2392,126389,"Print, Outdoor"
2393,148046,TV
2394,67403,"Online, Outdoor"
2395,426589,"Online, Social Media"
2396,102733,"TV, Print, Social Media"
2397,420371,"Online, Radio, TV"
2398,112629,"TV, Social Media, Outdoor"
2399,457659,Outdoor
2400,355330,"TV, Social Media"
2401,208415,Radio
2402,226712,Online
2403,178052,"Outdoor, Social Media, Radio"
2404,145081,Outdoor
2405,459981,"Social Media, Online"
2406,132989,Outdoor
2407,129177,Social Media
2408,212119,Online
2409,492943,Radio
2410,259213,Radio
2411,209906,Social Media
2412,499348,Social Media
2413,383019,"Social Media, TV, Outdoor"
2414,475081,Social Media
2415,162015,"TV, Outdoor"
2416,389388,Online
2417,450791,"Print, Social Media"
2418,288213,"TV, Social Media, Radio"
2419,240747,"Radio, TV, Outdoor"
2420,183181,TV
2421,305274,"Online, Outdoor"
2422,136463,"Outdoor, TV"
2423,244331,"Outdoor, TV, Radio"
2424,357144,"Social Media, Online"
2425,343560,Radio
2426,364952,"Online, Outdoor"
2427,313948,"TV, Social Media, Online"
2428,51184,"Social Media, Outdoor, Online"
2429,62031,"Radio, Social Media, TV"
2430,311117,"TV, Outdoor"
2431,484683,"Online, Radio"
2432,137502,Online
2433,372822,"Social Media, Radio"
2434,244943,"Social Media, Radio"
2435,112593,Print
2436,64975,"Social Media, Outdoor"
2437,371019,"Print, Outdoor"
2438,114771,"TV, Social Media"
2439,184293,"Print, Outdoor, TV"
2440,230620,"Outdoor, TV"
2441,367643,TV
2442,224430,"Radio, Outdoor, Social Media"
2443,223831,"Outdoor, Social Media"
2444,407405,"TV, Social Media"
2445,53142,Social Media
2446,389236,"Social Media, TV"
2447,284756,Outdoor
2448,293757,Outdoor
2449,205501,Social Media
2450,91619,"Print, TV, Radio"
2451,90875,"TV, Print, Online"
2452,203378,Social Media
2453,374185,TV
2454,451241,"Radio, Outdoor"
2455,415501,"Print, Outdoor"
2456,409063,Radio
2457,52580,"Outdoor, Social Media, TV"
2458,136228,"Online, Social Media"
2459,475290,"Outdoor, Radio"
2460,441575,"Outdoor, Online, Print"
2461,107029,Social Media
2462,336275,"TV, Outdoor, Radio"
2463,244907,Print
2464,53458,"Outdoor, Print, Social Media"
2465,410069,Online
2466,474411,Outdoor
2467,464350,"TV, Print, Social Media"
2468,222924,"Social Media, Print"
2469,404517,Print
2470,274090,TV
2471,490995,"Radio, Social Media, TV"
2472,483479,"TV, Online"
2473,398009,"Radio, Print"
2474,262099,"Social Media, TV"
2475,455872,"Outdoor, Online, TV"
2476,150781,"Print, Social Media, Online"
2477,146399,"Radio, TV, Print"
2478,301206,"Print, Radio"
2479,418571,"Online, Social Media, Outdoor"
2480,77946,"Print, Radio, Online"
2481,403114,"Radio, TV"
2482,477196,"Print, Radio"
2483,295699,Radio
2484,146101,"TV, Print"
2485,334252,"Print, Outdoor, Social Media"
2486,138573,"Print, Online"
2487,225712,Print
2488,364834,Print
2489,221611,"Outdoor, Print"
2490,267965,"Print, TV, Outdoor"
2491,295364,"Print, Radio, Outdoor"
2492,202740,"TV, Print"
2493,84344,"Outdoor, Print"
2494,279904,Print
2495,269516,"TV, Print"
2496,241922,Online
2497,133018,"Social Media, TV, Radio"
2498,73534,"Outdoor, Online, Print"
2499,421987,"TV, Social Media"
2500,289542,Print
2501,491131,TV
2502,490021,"Online, Print, Outdoor"
2503,311033,Print
2504,270555,"Print, Online"
2505,133903,"Radio, Online, Outdoor"
2506,220701,TV
2507,403444,"Outdoor, Online, TV"
2508,483451,"Print, Social Media, TV"
2509,319923,"TV, Print"
2510,327599,"Print, Radio, Outdoor"
2511,474106,"Online, Outdoor"
2512,107124,Social Media
2513,325328,"Print, Outdoor"
2514,313442,TV
2515,142293,"Outdoor, Print"
2516,398217,"Online, Print, TV"
2517,103641,"Radio, TV, Online"
2518,78459,"Outdoor, Radio, Online"
2519,268761,"Print, Outdoor, Social Media"
2520,184875,"Online, Print"
2521,246261,Outdoor
2522,100666,"Radio, Outdoor, TV"
2523,253581,Online
2524,247822,"Radio, Print"
2525,484947,"Outdoor, Print"
2526,375156,TV
2527,464213,Print
2528,401555,Radio
2529,404529,"TV, Social Media"
2530,439578,Radio
2531,165151,"Radio, Online, Outdoor"
2532,242021,Online
2533,443844,"TV, Online, Radio"
2534,80114,"Print, Radio"
2535,74807,"Outdoor, Online"
2536,341577,"Print, TV"
2537,459302,TV
2538,407391,"Radio, Online"
2539,409556,"TV, Print"
2540,211989,"Social Media, TV"
2541,316265,"Outdoor, Print"
2542,397169,"Online, Social Media, Radio"
2543,407183,"Outdoor, Online, Social Media"
2544,311263,Social Media
2545,410172,"TV, Print"
2546,62123,"Online, Outdoor"
2547,474166,"TV, Online, Outdoor"
2548,441760,"Social Media, TV, Online"
2549,73376,"Social Media, Online, Print"
2550,238697,"Print, Social Media, Outdoor"
2551,463764,"Print, Online"
2552,280757,Radio
2553,91153,"Social Media, Print"
2554,484934,"Outdoor, Print, Radio"
2555,211322,"Social Media, TV"
2556,282311,Radio
2557,334380,"Radio, Outdoor, TV"
2558,424596,"Social Media, Online, Radio"
2559,442905,Print
2560,343891,"Social Media, Print"
2561,476788,Outdoor
2562,148558,Social Media
2563,457175,TV
2564,135542,Online
2565,452498,"TV, Radio"
2566,147148,"TV, Outdoor"
2567,373662,"Social Media, TV"
2568,417631,Print
2569,225738,"TV, Print, Radio"
2570,101074,Print
2571,213130,Radio
2572,77730,"Online, Outdoor, Social Media"
2573,346689,Outdoor
2574,363727,"Print, Social Media, Outdoor"
2575,170747,"Online, Outdoor"
2576,343217,Radio
2577,76330,"Social Media, Radio"
2578,64190,"Online, Outdoor"
2579,233604,Radio
2580,267999,TV
2581,58375,"Online, Social Media, Print"
2582,315462,"Online, TV"
2583,424740,"Online, Radio, TV"
2584,234730,"TV, Radio, Online"
2585,386173,"Print, Online, TV"
2586,118006,"Outdoor, Online"
2587,288313,"Outdoor, Print"
2588,405120,"TV, Outdoor, Print"
2589,356918,"Online, Radio, Social Media"
2590,400843,"Print, Social Media, TV"
2591,374511,Outdoor
2592,104463,"Online, Radio"
2593,96201,"Radio, Online, Social Media"
2594,488994,"TV, Online"
2595,267038,TV
2596,379578,"Radio, Social Media"
2597,356691,"Social Media, Print, Online"
2598,69932,"Online, Print, Outdoor"
2599,273491,Online
2600,284617,"Print, Online, Outdoor"
2601,413866,"Radio, Print, TV"
2602,482981,"Outdoor, Online"
2603,180244,Outdoor
2604,76483,"TV, Print"
2605,263887,"TV, Print, Social Media"
2606,63431,"Radio, TV"
2607,223439,"Print, Outdoor"
2608,172967,"Print, TV"
2609,159339,"Social Media, Radio"
2610,50725,"Outdoor, Radio"
2611,162782,"TV, Outdoor"
2612,193963,"Radio, Social Media"
2613,459966,Radio
2614,89716,"TV, Outdoor, Radio"
2615,395146,"TV, Radio, Online"
2616,376188,"Print, Online, Radio"
2617,196813,"Online, Radio"
2618,458143,Online
2619,344890,"Online, Radio"
2620,93649,"Print, Online"
2621,141806,"Print, Outdoor"
2622,230510,"Radio, Social Media, Print"
2623,485282,"Print, TV, Online"
2624,168990,Social Media
2625,242697,"Online, Social Media"
2626,302302,"Online, TV, Radio"
2627,209982,"Social Media, Outdoor"
2628,365438,TV
2629,347401,"Outdoor, Social Media, Radio"
2630,77183,"Social Media, Online"
2631,242936,"TV, Online, Social Media"
2632,401487,"Online, Radio"
2633,337960,"Radio, Outdoor"
2634,257084,"Online, Social Media"
2635,378441,"Online, Outdoor"
2636,351720,"TV, Online, Outdoor"
2637,426924,Outdoor
2638,72948,Online
2639,290876,"Outdoor, TV"
2640,347145,Radio
2641,353948,"Print, Radio"
2642,465097,Outdoor
2643,235227,"Social Media, Online"
2644,407802,"Social Media, Outdoor, Print"
2645,403715,"TV, Radio, Print"
2646,170988,Social Media
2647,170733,Online
2648,474280,Online
2649,195981,"Online, TV, Outdoor"
2650,236481,Radio
2651,321778,"TV, Radio, Print"
2652,192457,TV
2653,347810,"Outdoor, Online, Print"
2654,180249,"TV, Print"
2655,287298,"Online, Social Media"
2656,301814,Online
2657,410254,"Print, Social Media, Radio"
2658,437032,"Radio, Outdoor"
2659,356718,Print
2660,171505,Print
2661,258736,"Print, Outdoor"
2662,303282,"TV, Print"
2663,184022,Print
2664,473000,"Social Media, Print"
2665,98881,Outdoor
2666,425054,"Print, Social Media"
2667,241887,TV
2668,475479,"Social Media, Outdoor"
2669,289644,"Social Media, Online, Outdoor"
2670,378369,Online
2671,380517,"Print, Outdoor"
2672,364102,"Print, Social Media, Radio"
2673,72220,"TV, Online, Print"
2674,329978,TV
2675,452664,"TV, Social Media"
2676,429579,Outdoor
2677,461726,"Print, TV, Online"
2678,249974,Radio
2679,254570,"Outdoor, Online, Print"
2680,413684,Social Media
2681,186561,"TV, Print, Social Media"
2682,394283,Radio
2683,276980,"TV, Print"
2684,168948,"Print, Outdoor"
2685,339657,Online
2686,183108,"Social Media, Radio, Print"
2687,352300,"Social Media, TV, Radio"
2688,306188,Radio
2689,374987,"Radio, TV"
2690,319577,"Social Media, Outdoor, Print"
2691,391228,"Outdoor, Radio, Print"
2692,498295,"TV, Radio"
2693,260495,"Outdoor, Social Media"
2694,319213,Print
2695,95851,Print
2696,477684,"Radio, TV"
2697,318352,"Radio, Print, Outdoor"
2698,96261,"Print, Radio, TV"
2699,230005,"Radio, Outdoor, Social Media"
2700,86582,"Social Media, Online, Outdoor"
2701,273740,"Radio, Online, Outdoor"
2702,174674,"Online, Social Media"
2703,203126,Social Media
2704,81085,Print
2705,393084,Outdoor
2706,428507,"Radio, Outdoor"
2707,113061,"Outdoor, Online, TV"
2708,387794,Online
2709,107856,"Social Media, Radio, Outdoor"
2710,88494,Radio
2711,101342,"Social Media, Online, Radio"
2712,64303,TV
2713,219234,"Social Media, Print"
2714,478815,"TV, Online, Print"
2715,454665,"Radio, Outdoor, Print"
2716,199358,"Social Media, TV"
2717,407591,"Online, Print, Outdoor"
2718,421064,"Outdoor, Social Media, TV"
2719,118426,"TV, Online"
2720,153255,"Radio, Print, Social Media"
2721,360723,Outdoor
2722,168814,"Print, Social Media"
2723,472169,"Outdoor, Online, Radio"
2724,153821,Radio
2725,409615,"Print, Online, Radio"
2726,391145,"Radio, Online"
2727,276691,Radio
2728,168474,TV
2729,65237,"Online, Radio"
2730,422773,Outdoor
2731,219990,Outdoor
2732,203050,Online
2733,70022,TV
2734,118098,"Radio, Outdoor"
2735,215562,"Online, Radio, Outdoor"
2736,360873,"Print, Social Media"
2737,143298,Outdoor
2738,123625,"Social Media, Print, Radio"
2739,168033,"Print, TV"
2740,177545,"Radio, Social Media, TV"
2741,234492,Social Media
2742,212421,"Outdoor, Radio"
2743,83266,"Online, Social Media"
2744,328060,"TV, Online"
2745,108708,Outdoor
2746,440794,"Online, Radio, Print"
2747,436781,Social Media
2748,82574,"TV, Outdoor"
2749,235895,"Social Media, TV, Outdoor"
2750,264597,"TV, Outdoor"
2751,498141,"Radio, Outdoor, Print"
2752,163067,"Print, Radio, TV"
2753,336178,"Print, Outdoor"
2754,255690,Social Media
2755,395867,"TV, Print, Online"
2756,161797,Online
2757,356415,"Outdoor, TV, Online"
2758,108451,"Radio, Print"
2759,56807,"Print, Social Media, Radio"
2760,58200,"TV, Print"
2761,271710,"Radio, Online"
2762,396830,"Online, Outdoor, Social Media"
2763,309932,"Outdoor, Social Media, Online"
2764,66345,"Outdoor, Print"
2765,298435,"Online, Radio, Outdoor"
2766,100964,TV
2767,484429,"TV, Radio"
2768,208658,"Outdoor, Print, Radio"
2769,276537,"Social Media, Online, Print"
2770,202432,"Radio, Online"
2771,260192,"Online, Radio"
2772,481307,"Outdoor, Radio"
2773,167237,Social Media
2774,373137,Outdoor
2775,389879,"Radio, Social Media, TV"
2776,135775,Print
2777,378117,"TV, Print"
2778,341598,"Print, Radio"
2779,180969,"Print, Online"
2780,285210,"Radio, Online, Outdoor"
2781,315493,TV
2782,426449,TV
2783,106172,"Radio, Outdoor, Print"
2784,487389,"Print, Online, Outdoor"
2785,396121,Online
2786,290739,"Outdoor, Radio"
2787,399303,"Radio, TV, Online"
2788,379922,"Radio, Social Media"
2789,257058,"Radio, Outdoor"
2790,201223,"Outdoor, Online"
2791,494871,Social Media
2792,447972,Social Media
2793,477914,"Print, TV, Outdoor"
2794,71812,Online
2795,416852,"Online, Radio"
2796,451052,Radio
2797,264602,"TV, Outdoor, Print"
2798,450921,Radio
2799,95395,"Radio, TV"
2800,77214,Social Media
2801,181201,"Online, Print, TV"
2802,61809,TV
2803,357795,Social Media
2804,467136,"Print, Online"
2805,182776,"TV, Social Media, Print"
2806,346822,Online
2807,260622,Print
